繄|yi1
媟|xie4
寢|qin3
跺|duo4
飀|liu2
笲|fan2
拈|nian1
畓|xx5
搥|chui2
賈|gu3
玄|xuan2
顏|yan2
鉌|he2
妨|fang2
錵|hua1
肙|yuan1
艽|jiao1
鄫|Zeng2
搋|chuai1
臖|xing4
鍼|zhen1
熗|qiang4
瓌|gui1
埕|cheng2
僣|jian4
贗|yan4
撂|liao4
坒|bi4
鈬|duo2
朱|zhu1
覓|mi4
哄|hong3
蕠|ru2
嗕|Ru4
懵|meng3
冧|lin2
刃|ren4
嗷|ao2
薶|wo1
填|tian2
楥|xuan4
糱|nie4
帥|shuai4
髏|lou2
逶|wei1
薙|ti4
髻|ji4
鯿|bian1
滁|Chu2
杲|gao3
覧|lan3
簬|lu4
弤|di3
哿|ge3
垤|die2
忱|chen2
騍|ke4
斬|zhan3
玀|luo2
鞡|la5
塟|zang4
鴉|ya1
湧|yong3
誰|shei2
露|lu4
撾|zhua1
霡|mai4
鼪|sheng1
袲|yi2
薬|yao4
齱|zou1
鞥|eng1
畜|xu4
咦|yi2
嵊|sheng4
鴆|zhen4
快|kuai4
絀|chu4
旭|xu4
嗖|sou1
厪|qin2
慫|song3
裰|duo1
猳|jia1
菎|kun1
婉|wan3
骷|ku1
郗|Chi1
堧|ruan2
艴|fu2
疾|ji2
矷|zi3
暡|weng3
噫|yi1
壟|long3
齆|weng4
卋|shi4
軻|ke3
筊|jiao4
瘩|da2
咹|e4
培|pei2
犒|kao4
薊|ji4
似|si4
亁|gan1
鼴|yan3
鮐|tai2
噢|o1
糴|di2
蹎|dian1
恃|shi4
苡|yi3
偲|si1
黨|dang3
疊|die2
僻|pi4
趹|jue2
蹼|pu3
媖|ying1
枏|nan2
葙|xiang1
丳|chan3
枕|zhen3
逍|xiao1
承|cheng2
鄢|Yan1
珚|yan1
暴|bao4
鎝|ta3
齎|ji1
豷|yi4
螞|ma4
囌|su1
濍|song1
躍|yue4
詫|cha4
鎲|tang3
蚩|chi1
虹|hong2
餲|he2
幽|you1
教|jiao4
釷|tu3
央|yang1
摲|shan4
定|ding4
竪|shu4
樶|zui1
惒|he2
柟|nan2
尷|gan1
鍶|si1
隳|hui1
翛|shu4
躗|wei4
侄|zhi2
募|mu4
繣|hua4
胔|zi4
殤|shang1
瑲|qiang1
㿝|xiang1
麗|li4
黢|qu1
鍆|men2
乷|xx5
璵|yu2
彳|chi4
裁|cai2
手|shou3
暲|zhang1
橎|fan3
櫝|du2
砩|fu2
竊|qie4
碣|jie2
獃|dai1
銲|han4
毐|Ai3
逐|zhu2
奶|nai3
熅|yun4
楛|ku3
卝|kuang4
扔|reng1
哺|bu3
圜|yuan2
滔|tao1
郚|wu2
麐|lin2
春|chun1
緪|geng1
鄘|Yong1
吼|hou3
鑶|cang2
芚|tun2
洊|jian4
皫|piao3
縃|xu1
脨|ji2
遅|chi2
事|shi4
蟢|xi3
朐|Qu2
鍩|nuo4
略|lu:e4
叼|diao1
駒|ju1
廱|yong1
懨|yan1
造|zao4
掇|duo1
惸|qiong2
瘃|zhu2
犖|luo4
咗|zuo3
渇|ke3
叮|ding1
駰|yin1
佽|ci4
政|zheng4
輟|chuo4
菏|He2
踅|xue2
毛|mao2
拯|zheng3
祖|zu3
依|yi1
疚|jiu4
簸|bo4
搢|jin4
睹|du3
詳|xiang2
氙|xian1
莜|you2
麵|mian4
嚓|cha1
叁|san1
攏|long3
簜|dang4
呠|pen1
澈|che4
騵|yuan2
囚|qiu2
辭|ci2
伯|bo2
楫|ji2
薃|hao4
圕|tuan1
膷|xiang1
他|ta1
萎|wei3
岔|cha4
綅|qin1
驪|li2
衞|wei4
告|gao4
檨|she1
鬻|yu4
篨|chu2
猂|han4
璿|xuan2
硅|gui1
儵|shu1
忞|wen3
彐|ji4
智|zhi4
珎|zhen1
酺|pu2
鼅|zhi1
縹|piao3
蹲|dun1
輾|zhan3
貴|gui4
湌|can1
揉|rou2
臞|qu2
墵|tan2
稭|jie1
塞|se4
娩|wan3
鴝|qu2
艪|lu3
步|bu4
撳|qin4
亱|ye4
鄣|zhang1
濊|hui4
烉|huan4
碞|yan2
簇|cu4
匏|pao2
習|xi2
葉|ye4
甯|ning2
霂|mu4
壕|hao2
暐|wei3
刖|yue4
讇|chan3
惻|ce4
雌|ci2
徐|xu2
蚿|xian2
趣|qu4
撅|jue1
馡|fei1
愯|song3
獠|liao2
卪|xx5
彪|biao1
司|si1
跡|ji4
觔|jin1
踖|ji2
弰|shao1
疋|ya3
耍|shua3
塙|que4
獉|zhen1
屍|shi1
漦|li2
憷|chu4
輴|chun1
軫|zhen3
頦|ke2
徨|huang2
嚬|pin2
翎|ling2
幷|bing4
糊|hu4
跑|pao3
鋼|gang1
揮|hui1
羞|xiu1
啵|bo5
楔|xie1
狒|fei4
藭|qiong2
鬵|qian2
徹|che4
牖|you3
恘|qiu1
冄|ran3
疆|jiang1
瓊|qiong2
供|gong4
禮|li3
苦|ku3
椌|qiang1
煁|chen2
柲|bi4
麰|mou2
澨|shi4
閼|yan1
榪|ma4
鋺|wan3
喓|yao1
帣|juan4
龠|yue4
玳|dai4
檳|bing1
遟|chi2
忐|tan3
灝|hao4
珈|jia1
驀|mo4
鵯|bei1
鄎|xi4
畏|wei4
售|shou4
窨|yin4
碪|zhen1
愐|mian3
塕|weng3
儡|lei3
賦|fu4
簪|zan1
峽|xia2
矞|yu4
蛸|xiao1
靸|sa3
境|jing4
朝|zhao1
泚|ci3
防|fang2
龡|chui4
楎|hun2
阹|qu1
鴇|bao3
念|nian4
荷|he4
瀝|li4
椒|jiao1
建|jian4
狦|shan1
肎|ken3
隗|wei3
從|zong4
棊|qi2
敓|duo2
隊|dui4
鶖|qiu1
敺|qu1
臃|yong1
唱|chang4
佫|He4
菫|jin3
駪|shen1
霜|shuang1
頠|wei3
沂|Yi2
胄|zhou4
描|miao2
壱|yi1
臢|za1
紓|shu1
萅|chun1
冓|gou4
獜|lin2
稾|gao3
抈|yue4
唹|yu2
肘|zhou3
犉|run2
禱|dao3
藿|huo4
英|ying1
蘇|su1
雖|sui1
泥|ni4
瞻|zhan1
燗|lan4
囁|nie4
胰|yi2
喲|yo5
禕|yi1
軾|shi4
紼|fu2
配|pei4
枱|tai2
漢|han4
良|liang2
棳|zhuo2
儻|tang3
糝|san3
索|suo3
悅|yue4
灼|zhuo2
冬|dong1
像|xiang4
豇|jiang1
吞|tun1
榖|gu3
賜|ci4
渠|qu2
嫐|nao3
狼|lang2
眴|xuan4
咁|gan1
灠|lan4
逢|feng2
顳|nie4
曉|xiao3
磯|ji1
菺|jian1
兼|jian1
喻|yu4
濯|zhuo2
箙|fu2
睇|di4
雇|gu4
煰|zao4
藐|miao3
挺|ting3
猴|hou2
帷|wei2
襥|fu2
津|jin1
爫|zhao3
蒔|shi4
槊|shuo4
撤|che4
鑥|lu3
嵩|song1
亭|ting2
燇|jun4
迷|mi2
萴|ze2
唘|qi3
籯|ying2
孢|bao1
鈧|kang4
躡|nie4
孕|yun4
巳|si4
嬗|shan4
寺|si4
揎|xuan1
爚|yue4
睍|xian4
漾|yang4
紮|za1
宀|mian2
顴|quan2
貸|dai4
漘|chun2
副|fu4
滌|di2
球|qiu2
舵|duo4
醁|lu4
鷭|fan2
皻|zha1
筧|jian3
戣|kui2
泵|beng4
嶂|zhang4
嘏|jia3
歃|sha4
綜|zong1
窅|yao3
姑|gu1
坿|fu4
蜆|xian3
夘|mao3
嘁|qi1
黧|li2
脢|mei2
榱|cui1
盟|meng2
肪|fang2
畔|pan4
阤|tuo2
珻|mei2
丼|jing3
哤|mang2
厚|hou4
曨|long2
椵|jia3
庥|xiu1
罰|fa2
腱|jian4
梩|li2
皋|gao1
靛|dian4
苹|ping2
竅|qiao4
廓|kuo4
癆|lao2
滓|zi3
豊|li3
涔|cen2
擿|zhi4
梗|geng3
膏|gao4
廼|nai3
鎚|chui2
堂|tang2
碘|dian3
甲|jia3
囆|chai4
硬|ying4
閛|peng1
賓|bin1
灖|mi3
鸕|lu2
垖|dui1
翟|di2
邷|wa3
嗎|ma5
密|mi4
隤|tui2
忤|wu3
蜩|tiao2
食|si4
樆|li2
晁|Chao2
箔|bo2
奭|shi4
陜|xia2
鐒|lao2
朽|xiu3
珛|xiu4
藉|jie4
便|pian2
僚|liao2
薨|hong1
伴|ban4
弎|san1
垟|yang2
石|shi2
襬|bai3
撦|che3
靺|mo4
煩|fan2
虯|qiu2
慵|yong1
駓|pi1
夌|ling2
傿|yan4
訝|ya4
韶|shao2
愓|dang4
郎|lang2
竑|hong2
驏|chan3
瞤|shun4
簫|xiao1
蔎|she4
柳|liu3
虣|bao4
梁|liang2
笰|fu2
彛|yi2
皎|jiao3
餫|hun2
弁|bian4
夗|yuan4
男|nan2
已|yi3
觜|zui3
隉|nie4
殊|shu1
肋|lei4
震|zhen4
苄|bian4
古|gu3
夓|xia4
緄|gun3
陑|Er2
餟|zhui4
嚕|lu1
橕|cheng1
櫻|ying1
輙|zhe2
煝|mei4
魦|sha1
苴|ju1
読|du2
坈|keng1
嵯|cuo2
麩|fu1
惺|xing1
漚|ou4
真|zhen1
硤|xia2
冕|mian3
托|tuo1
淙|cong2
敂|kou4
服|fu4
油|you2
疎|shu1
聳|song3
遰|di4
重|zhong4
肸|xi4
翽|hui4
捘|zun4
析|xi1
霰|xian4
櫆|kui2
睾|gao1
錛|ben1
鑵|guan4
地|di4
掂|dian1
玦|jue2
鰽|qiu2
蛕|hui2
蘆|lu2
醒|xing3
菽|shu1
吱|zi1
㩦|xie2
乿|zhi4
諌|jian4
魃|ba2
膝|xi1
形|xing2
㞞|song2
望|wang4
淝|fei2
灥|xun2
悑|bu4
醱|po1
幡|fan1
攉|huo1
寪|Wei3
槜|zui4
袪|qu1
這|zhe4
訒|ren4
棤|cuo4
敉|mi3
它|ta1
膕|guo2
杪|miao3
漳|Zhang1
眾|zhong4
瀹|yue4
氅|chang3
炷|zhu4
㺢|huo4
雨|yu4
芯|xin4
補|bu3
沐|mu4
囅|chan3
絘|ci4
鷞|shuang1
紟|jin1
謬|miu4
續|xu4
婙|jing4
菉|lu4
籵|fan2
劒|jian4
銞|jun1
恢|hui1
菀|wan3
早|zao3
蒻|ruo4
妽|shen1
盈|ying2
儤|bao4
砍|kan3
虩|xi4
釣|diao4
煖|nuan3
戠|zhi2
彗|hui4
腊|xi1
鱠|kuai4
斌|bin1
巇|xi1
銵|keng1
燾|dao4
翻|fan1
溳|Yun2
綸|lun2
緶|bian4
巌|yan2
棕|zong1
榠|ming2
妬|du4
頹|tui2
器|qi4
悊|zhe2
磹|dian4
貂|diao1
愫|su4
敷|fu1
裇|xu1
鍉|di1
舠|dao1
江|jiang1
鑱|chan2
仕|shi4
偏|pian1
癠|ji4
搞|gao3
雟|sui2
㝡|zui4
夤|yin2
噂|zun3
坆|mei2
靐|bing4
鬲|li4
咠|qi4
蔭|yin4
胗|zhen1
臼|jiu4
畸|ji1
藄|qi2
塗|tu2
澌|si1
譟|zao4
議|yi4
製|zhi4
襮|bo2
爇|ruo4
漎|cong2
麀|you1
誦|song4
唁|yan4
葬|zang4
凜|lin3
鋑|cuan1
朠|ying1
坱|yang3
実|shi2
厔|zhi4
嫙|xuan2
啓|qi3
旄|mao4
瀚|han4
舊|jiu4
歈|yu2
蔊|han3
埜|ye3
錼|nai4
樎|su4
掔|qian1
繰|sao1
外|wai4
麾|hui1
桉|an1
麤|cu1
槥|hui4
帚|zhou3
脩|xiu1
覽|lan3
鮓|zha3
穄|ji4
殰|du2
瀔|gu3
墊|dian4
醓|tan3
瘺|lou4
侯|hou2
私|si1
獍|jing4
夊|sui1
屛|ping2
您|nin2
罸|fa2
秒|miao3
欐|li4
髒|zang1
峓|yi2
巢|chao2
券|quan4
囻|guo2
輭|ruan3
巫|wu1
穸|xi1
魈|xiao1
貟|yuan2
嚀|ning2
汙|wu1
鈮|ni2
嶒|ceng2
慤|que4
訂|ding4
菣|qin4
虥|zhan4
闃|qu4
篛|ruo4
洗|xi3
珩|heng2
鐙|deng4
彩|cai3
閉|bi4
碗|wan3
婁|Lou2
玔|chuan4
脲|niao4
氦|hai4
喔|wo5
訬|chao1
朰|xx5
悱|fei3
郢|Ying3
擧|ju3
韱|xian1
緲|miao3
鰋|yan3
鐧|jian3
旽|tun1
褫|chi3
官|guan1
溢|yi4
蔃|qiang2
頸|jing3
扱|xi1
紝|ren4
蟲|chong2
污|wu1
斯|si1
矼|jiang1
沼|zhao3
崽|zai3
媍|fu4
髎|liao2
殪|yi4
䖟|meng2
䦕|peng1
尌|shu4
閾|yu4
泠|ling2
揗|shun3
剉|cuo4
秣|mo4
諴|xian2
幇|bang1
抃|bian4
玕|gan1
衢|qu2
枰|ping2
霛|ling2
皝|huang3
澫|man4
陁|tuo2
胑|zhi1
訇|hong1
七|qi1
匝|za1
鼷|xi1
度|duo2
嘫|ran2
茛|gen4
祁|qi2
瘐|yu3
保|bao3
嶮|xian3
筲|shao1
渺|miao3
界|jie4
羚|ling2
魎|liang3
屼|wu4
亃|lin2
炱|tai2
使|shi3
擨|ye2
獬|xie4
獄|yu4
算|suan4
晚|wan3
閟|bi4
憤|fen4
鴄|pi1
圅|han2
棍|gun4
汚|wu1
鎪|sou1
縄|sheng2
餸|song4
根|gen1
螿|jiang1
燠|yu4
覃|tan2
晥|Wan3
㴱|shen1
栗|li4
魋|tui2
莊|zhuang1
芀|tiao2
噻|sai1
戾|li4
曑|shen1
磡|kan4
駁|bo2
木|mu4
鵩|fu2
鞍|an1
纔|cai2
麯|Qu1
碫|duan4
玆|zi1
葆|bao3
佇|zhu4
眥|zi4
塑|su4
瞠|cheng1
詞|ci2
珍|zhen1
枋|fang1
肇|zhao4
贄|zhi4
叟|sou3
緥|bao3
婺|wu4
亶|dan3
晃|huang4
藪|sou3
悲|bei1
饜|yan4
妃|fei1
本|ben3
鄈|kui2
鈉|na4
庻|shu4
圇|lun2
鎮|zhen4
蓪|tong1
拌|ban4
漈|ji4
淵|yuan1
千|qian1
樵|qiao2
銃|chong4
磐|pan2
輼|wen1
崎|qi2
礀|jian4
掗|ya4
攷|kao3
擣|dao3
城|cheng2
派|pai4
頬|jia2
佐|zuo3
輊|zhi4
鰕|xia1
窳|yu3
恔|xiao4
炅|jiong3
委|wei3
蝥|mao2
廐|jiu4
鐶|huan2
衛|wei4
閹|yan1
呶|nu3
牝|pin4
嚐|chang2
植|zhi2
櫂|zhao4
崟|yin2
祓|fu2
鱗|lin2
吖|a1
摦|hua4
邗|han2
骶|di3
堝|guo1
姬|ji1
痛|tong4
撝|hui1
㗂|sheng3
遑|huang2
旐|zhao4
擒|qin2
糉|zong4
問|wen4
珀|po4
針|zhen1
轤|lu2
丟|diu1
撡|cao1
愾|kai4
㕯|ne4
犛|li2
蠮|ye1
躶|luo3
賨|cong2
臋|tun2
障|zhang4
薏|yi4
暈|yun4
唏|xi1
矧|shen3
符|fu2
絳|jiang4
鬚|xu1
蒼|cang1
窂|lao2
羍|da2
磚|zhuan1
痺|bi4
祠|ci2
伎|ji4
炬|ju4
昻|ang2
郯|Tan2
遊|you2
煠|ye4
惷|chun3
濛|meng2
乪|nang1
鑚|zuan4
佝|kou4
狉|pi1
酹|lei4
檫|cha2
鎊|bang4
鵖|bi1
鶡|he2
穂|sui4
訴|su4
晞|xi1
軒|xuan1
弸|beng1
黮|tan2
稅|shui4
醄|tao2
儓|tai2
吚|yi1
哏|hen3
汷|Zhong1
混|hun4
慁|hun4
焚|fen2
硫|liu2
輜|zi1
鼛|gao1
䘑|mai4
墟|xu1
痍|yi2
嘦|jiao4
洸|guang1
烱|jiong3
先|xian1
朅|qie4
罻|wei4
釢|nai3
樽|zun1
旂|qi2
橊|liu2
塁|lei3
繽|bin1
燼|jin4
缸|gang1
篦|bi4
墀|chi2
噎|ye1
志|zhi4
侍|shi4
森|sen1
蛇|she2
洴|ping2
俵|biao3
軟|ruan3
彊|qiang3
攐|qian1
厮|si1
芋|yu4
的|di4
晉|jin4
鰓|sai1
鎢|wu1
頎|qi2
耗|hao4
陻|yin1
鸛|guan4
劙|li2
摑|guai1
砮|nu3
岬|jia3
穡|se4
妣|bi3
斉|qi2
葺|qi4
菖|chang1
鏵|hua2
㞗|qiu2
勷|rang2
掯|ken4
糬|shu3
鄚|Mo4
驊|hua2
弦|xian2
瞧|qiao2
嗣|si4
漬|zi4
萲|xuan1
鯷|ti2
寖|jin4
紺|gan4
屣|xi3
簒|cuan4
院|yuan4
㐰|xin4
週|zhou1
霢|mai4
膟|lu:4
捂|wu3
蠜|fan2
洫|xu4
厰|chang3
憇|qi4
玼|ci3
畯|jun4
揹|bei1
饕|tao1
碟|die2
揪|jiu1
鄷|Feng1
欞|ling2
禡|ma4
冇|mao3
梡|kuan3
孬|nao1
餁|ren4
但|dan4
圯|yi2
嶞|duo4
倷|nai3
痡|pu1
鼩|qu2
伲|ni4
濩|huo4
砯|ping1
秋|qiu1
亦|yi4
傳|zhuan4
揸|zha1
昰|shi4
鎦|liu2
廞|xin1
兠|dou1
巧|qiao3
倫|lun2
砄|jue2
㩗|xie2
喫|chi1
懽|huan1
攂|lei2
儞|ni3
盔|kui1
丆|xx5
罾|zeng1
繳|jiao3
茉|mo4
遁|dun4
嗽|sou4
雅|ya3
玡|ya2
陟|zhi4
韡|wei3
源|yuan2
咅|pou3
旯|la2
訟|song4
燊|shen1
豆|dou4
么|yao1
闋|que4
檟|jia3
頼|lai4
跧|quan2
蓓|bei4
镻|die2
縣|xian4
卂|xun4
傾|qing1
俘|fu2
活|huo2
輀|er2
巷|xiang4
難|nan4
嬾|lan3
鏠|feng1
暘|yang2
耡|chu2
扁|pian1
攮|nang3
鄋|Sou1
領|ling3
切|qie4
庿|miao4
饅|man2
訖|qi4
緗|xiang1
吅|xuan1
嶨|xue2
焠|cui4
惋|wan3
唸|nian4
憐|lian2
掐|qia1
帺|qi2
瘖|yin1
勛|xun1
汧|qian1
贇|yun1
億|yi4
宕|dang4
蕃|fan2
綍|fu2
燕|yan4
板|ban3
碻|que4
旝|kuai4
豁|huo4
恏|hao4
瑳|cuo1
魛|dao1
蟋|xi1
鋦|ju2
吥|bu4
鶚|e4
螽|zhong1
黒|hei1
衙|ya2
龢|he2
戉|yue4
暵|han4
舁|yu2
靂|li4
縻|mi2
屮|che4
幅|fu2
㮎|bei1
卷|juan4
垛|duo4
妹|mei4
脥|qian3
箝|qian2
蕢|kui4
梃|ting3
坤|kun1
檉|cheng1
棵|ke1
忠|zhong1
炰|pao2
際|ji4
汴|Bian4
懊|ao4
埸|yi4
躃|bi4
楦|xuan4
柣|zhi2
礓|jiang1
諝|xu1
忭|bian4
廨|xie4
勒|lei1
腬|rou2
鶵|chu2
瞥|pie1
罠|min2
徘|pai2
囊|nang2
捶|chui2
憮|wu3
鎔|rong2
嘷|hao2
鎉|ta4
邑|yi4
粢|zi1
燬|hui3
茢|lie4
畝|mu3
腎|shen4
鄆|yun4
粵|Yue4
紬|chou2
蕹|weng4
指|zhi3
僾|ai4
焃|he4
務|wu4
椅|yi3
見|xian4
棪|yan3
觖|jue2
譜|pu3
蚋|rui4
囿|you4
壅|yong1
苩|pa1
船|chuan2
宨|tiao3
逹|da2
典|dian3
㞎|ba3
犴|an4
壯|zhuang4
囶|guo2
淟|tian3
姍|shan1
自|zi4
鷰|yan4
耀|yao4
押|ya1
濃|nong2
替|ti4
奐|huan4
玈|lu2
榭|xie4
剮|gua3
戻|li4
櫛|zhi4
湖|hu2
郟|jia2
單|dan1
雯|wen2
媧|Wa1
穢|hui4
鷲|jiu4
琀|han2
鳻|fen1
緔|shang4
唣|zao4
藋|diao4
醟|yong4
岅|ban3
余|yu2
冽|lie4
碡|zhou2
踧|cu4
醚|mi2
卓|zhuo2
如|ru2
胏|zi3
屹|yi4
枯|ku1
蔂|lei2
赬|cheng1
蟀|shuai4
躥|cuan1
蒯|kuai3
矴|ding4
晛|xian4
塓|mi4
耞|jia1
桔|ju2
翌|yi4
鐝|jue2
啫|zhe3
鶓|miao2
楣|mei2
黯|an4
嬴|ying2
薐|leng2
頟|e2
謄|teng2
噸|dun1
升|sheng1
媺|mei3
盞|zhan3
餠|bing3
塥|ge2
誤|wu4
繒|zeng4
鋤|chu2
怹|tan1
蟠|pan2
埰|cai4
坷|ke3
磟|liu4
茚|yin4
匍|pu2
摒|bing4
逋|bu1
鞦|qiu1
緣|yuan2
錚|zheng1
凞|xi1
又|you4
逩|ben1
伉|kang4
䦉|si4
畒|mu3
跩|zhuai3
翀|chong1
襲|xi2
踉|liang4
善|shan4
鼕|dong1
柃|ling2
氫|qing1
欲|yu4
榡|su4
鬱|yu4
擼|lu1
烤|kao3
打|da3
帳|zhang4
撬|qiao4
蚣|gong1
斈|xue2
羋|mi3
勌|juan4
鼈|bie1
禖|mei2
蟎|man3
鉑|bo2
餉|xiang3
直|zhi2
刜|fu2
途|tu2
髐|xiao1
眯|mi2
亖|si4
冼|Xian3
爌|kuang4
襛|nong2
扠|cha1
娌|li3
蓖|bi4
屙|e1
姓|xing4
漿|jiang4
睠|juan4
浥|yi4
拇|mu3
媿|kui4
鄿|qi2
妸|e1
潕|wu3
軶|e4
篩|shai1
郡|jun4
榤|jie2
錇|pei2
濈|ji2
綽|chuo4
墝|qiao1
絣|bing3
乜|mie1
〢|er4
㲾|yu3
焊|han4
栞|kan1
檊|gan4
裊|niao3
玥|yue4
睡|shui4
兗|Yan3
瘦|shou4
後|hou4
危|wei1
閧|hong4
憭|liao3
侵|qin1
椈|ju2
叅|can1
玤|bang4
坂|ban3
妒|du4
飛|fei1
潝|xi1
筩|tong3
洞|dong4
禜|yong3
酥|su1
嶴|ao4
劮|yi4
籐|teng2
踩|cai3
啞|ya3
融|rong2
埛|jiong1
縑|jian1
傎|dian1
鐔|xin2
光|guang1
衲|na4
縂|zong3
蠧|du4
忉|dao1
蝽|chun1
鬬|dou4
矁|chou3
憊|bei4
稜|leng2
徵|zhi3
孄|lan3
鉺|er3
瀵|fen4
守|shou3
牚|cheng1
枒|ya2
屐|ji1
菪|dang4
唂|gu1
襜|chan1
嬹|xing4
窖|jiao4
眷|juan4
哚|duo3
跐|ci3
鯠|lai2
叉|cha3
娣|di4
択|ze2
殜|die2
盲|mang2
恬|tian2
嶫|ye4
蕪|wu2
然|ran2
葎|lu:4
孛|bei4
緞|duan4
嵋|mei2
値|zhi2
螢|ying2
黰|zhen3
紩|zhi4
堙|yin1
昀|yun2
努|nu3
帔|pei4
鬯|chang4
鰫|yong2
舘|guan3
羼|chan4
苶|nie2
鞭|bian1
鎛|bo2
提|ti2
蔇|ji4
友|you3
侷|ju2
醳|yi4
攄|shu1
郿|mei2
亨|heng1
昏|hun1
諟|shi4
泂|jiong3
竟|jing4
菕|lun2
咑|da1
礐|que4
螮|di4
憝|dui4
鮆|ji4
弢|tao1
漙|tuan2
絢|xuan4
癭|ying3
敎|jiao4
抿|min3
辛|xin1
訢|xin1
蜈|wu2
洏|er2
湉|tian2
婐|wo3
氍|qu2
鯡|fei1
卿|qing1
趫|qiao2
鬉|zong1
鰅|yu2
渥|wo4
誅|zhu1
騘|cong1
喑|yin1
蠓|meng3
襽|lan2
綬|shou4
髞|sao4
硏|yan2
倂|bing4
寫|xie3
駘|tai2
嗰|ge3
駢|pian2
蛌|gu3
執|zhi2
擕|xie2
俤|di4
淒|qi1
貯|zhu4
憔|qiao2
襟|jin1
歨|bu4
騉|kun1
芞|qi4
燉|dun4
崳|yu2
零|ling2
莆|pu2
鬩|xi4
爝|jue2
鯈|chou2
螘|yi3
銥|yi1
靲|qin2
啉|lin2
篰|bu4
歆|xin1
洼|wa1
蛺|jia2
鎵|jia1
繞|rao4
怭|bi4
冐|mao4
餩|e4
蹻|qiao1
脧|juan1
暱|ni4
庶|shu4
峩|e2
剚|zi4
貧|pin2
戧|qiang1
靡|mi3
摻|shan3
妮|ni1
㨗|jie2
耿|geng3
僭|jian4
偈|jie2
旻|min2
揖|yi1
包|bao1
授|shou4
偯|yi3
荅|da2
㔾|jie2
蠷|qu2
餽|kui4
愍|min3
哪|nei3
唯|wei3
嫗|yu4
鱖|gui4
刻|ke4
駴|xie4
殀|yao1
隻|zhi1
閿|wen2
膵|cui4
烷|wan2
饑|ji1
高|gao1
亝|zhai1
廒|ao2
蠛|mie4
砸|za2
桌|zhuo1
緎|yu4
鼓|gu3
梧|wu2
亄|yi4
鳶|yuan1
闚|kui1
戤|gai4
獒|ao2
四|si4
凴|ping2
聯|lian2
絪|yin1
喿|sao4
腿|tui3
潦|lao3
卆|zu2
灮|guang1
苫|shan1
諾|nuo4
旖|yi3
淑|shu1
預|yu4
窻|chuang1
澇|lao4
孤|gu1
靄|ai3
嗆|qiang4
榆|yu2
想|xiang3
鏑|di2
陸|lu4
夕|xi1
效|xiao4
涕|ti4
琛|chen1
云|yun2
芥|jie4
醾|mi2
氷|bing1
潲|shao4
疘|gang1
瀦|zhu1
慣|guan4
醭|bu2
囡|nan1
姙|ren4
晡|bu1
殹|yi4
烹|peng1
壚|lu2
洌|lie4
郲|Lai2
蚦|ran2
搜|sou1
蛘|yang2
遐|xia2
膓|chang2
謾|man4
驈|yu4
癈|fei4
孃|niang2
鮺|zha3
蛜|yi1
賡|geng1
襁|qiang3
滑|hua2
駽|xuan4
仚|xian1
溝|gou1
岩|yan2
懍|lin3
皭|jiao4
學|xue2
絃|xian2
驄|cong1
銣|ru2
哽|geng3
吸|xi1
誹|fei3
鈽|bu4
犀|xi1
粟|su4
芭|ba1
全|quan2
罖|xx5
鄻|lian3
稃|fu1
慇|yin1
暝|ming2
酲|cheng2
斧|fu3
颿|fan1
佸|huo2
悉|xi1
泆|yi4
峨|e2
字|zi4
掛|gua4
攜|xie2
遙|yao2
蛧|wang3
鄏|ru4
鞣|rou2
勉|mian3
珧|yao2
臻|zhen1
線|xian4
帟|yi4
謖|su4
僴|xian4
滯|zhi4
撇|pie3
期|qi1
龒|long2
慪|ou4
菊|ju2
溎|gui4
骰|tou2
趐|xue4
呬|xi4
噯|ai4
另|ling4
蛡|yi4
敻|Xiong4
罟|gu3
皨|xing1
鳳|feng4
丷|xx5
伻|beng1
瀋|shen3
鐬|hui4
察|cha2
首|shou3
搌|zhan3
甚|shen4
筤|lang2
髟|biao1
腆|tian3
篧|zhuo2
齪|chuo4
孚|fu2
觾|yan4
邶|bei4
觸|chu4
綰|wan3
瑕|xia2
壻|xu4
愁|chou2
覌|guan1
攟|jun4
洹|huan2
貢|gong4
里|li3
髝|lao2
艫|lu2
枟|yun4
斝|jia3
嘵|xiao1
隮|ji1
榷|que4
孽|nie4
剴|kai3
雪|xue3
軡|Qian2
酎|zhou4
矚|zhu3
籸|shen1
遭|zao1
硌|ge4
尿|sui1
蕞|zui4
鰼|xi2
娵|ju1
窞|dan4
堵|du3
蝨|shi1
鐄|heng2
縱|zong4
鳽|yan2
鳯|feng4
鱥|gui4
狻|suan1
隱|yin4
㳮|niao4
縧|tao1
籒|zhou4
螒|han4
砷|shen1
荏|ren3
者|zhe3
勳|xun1
兄|xiong1
戱|xi4
鰻|man2
侐|xu4
杻|niu3
振|zhen4
瘻|lou4
繹|yi4
浠|xi1
籌|chou2
翊|yi4
疶|xie4
綘|feng2
招|zhao1
鱨|chang2
鄰|lin2
灕|li2
罁|gang1
破|po4
軼|yi4
嬪|pin2
擔|dan4
摷|jiao3
峱|nao2
戒|jie4
鬁|li4
秌|qiu1
丸|wan2
仌|bing1
俓|jing4
髮|fa4
槨|guo3
裳|chang2
賀|he4
蛋|dan4
碲|di4
鸁|luo2
膺|ying1
錐|zhui1
闘|dou4
惥|yong3
緒|xu4
襼|yi4
懶|lan3
汽|qi4
蔟|cu4
慾|yu4
溷|hun4
壢|li4
袍|pao2
憍|jiao1
