盘|pan2
蠷|qu2
羁|ji1
薃|hao4
栴|zhan1
宿|xiu4
甫|fu3
䩦|tiao2
泊|po1
禖|mei2
砟|zha3
瑗|yuan4
歇|xie1
堿|jian3
曘|ru2
全|quan2
鹙|qiu1
祦|wu2
冒|mao4
吱|zi1
厖|pang2
赩|xi4
荭|hong2
毋|wu2
笏|hu4
橘|ju2
宝|bao3
旬|xun2
龚|Gong1
敎|jiao4
辜|gu1
狯|kuai4
獬|xie4
儓|tai2
餋|juan4
塥|ge2
篭|long2
鹒|geng1
花|hua1
赏|shang3
蘖|nie4
垂|chui2
舒|shu1
唂|gu1
柞|zuo4
闗|guan1
槭|qi4
鸭|ya1
咏|yong3
愒|kai4
逯|lu4
浸|jin4
尪|wang1
徒|tu2
吥|bu4
坤|kun1
釳|xi4
祧|tiao1
骾|geng3
搓|cuo1
鱿|you2
镶|xiang1
哰|lao2
櫌|you1
鹆|yu4
鑢|lu:4
瑛|ying1
篪|chi2
渕|yuan1
唔|wu2
惰|duo4
魇|yan3
奭|shi4
蜑|Dan4
惎|ji4
疱|pao4
悻|xing4
芳|fang1
意|yi4
庑|wu3
扂|dian4
壑|he4
陖|jun4
焼|shao1
碎|sui4
靸|sa3
竑|hong2
邾|zhu1
遑|huang2
绫|ling2
壹|yi1
饬|chi4
楛|ku3
盯|ding1
蓓|bei4
陵|ling2
佻|tiao1
跃|yue4
铛|dang1
薁|yu4
摠|zong3
蛓|ci4
簰|pai2
薠|fan2
沆|hang4
识|zhi4
旮|ga1
禴|yue4
祖|zu3
熛|biao1
翳|yi4
蠗|zhuo2
唷|yo5
搽|cha2
珂|ke1
甛|tian2
厣|yan3
鱵|zhen1
黻|fu2
宥|you4
靣|mian4
风|feng1
痴|chi1
炴|yang3
站|zhan4
桃|tao2
踼|tang2
珏|jue2
遰|di4
氓|meng2
整|zheng3
备|bei4
徳|de2
铦|xian1
鸧|cang1
赟|yun1
赱|zou3
奚|xi1
亲|qing4
鼻|bi2
矠|ze2
锼|sou1
懞|meng2
隙|xi4
铲|chan3
仫|mu4
逮|dai4
伊|yi1
蝍|ji2
蹲|dun1
沄|yun2
獚|huang2
瘉|yu4
炏|yan2
禠|si1
䵹|zhi1
炙|zhi4
洢|yi1
娯|yu2
蘻|ji4
卫|wei4
赗|feng4
玔|chuan4
饫|yu4
栌|lu2
这|zhe4
僯|lin3
辂|lu4
糆|mian4
㐆|yin3
烤|kao3
覜|tiao4
郾|yan3
专|zhuan1
叨|tao1
崴|wei1
郠|Geng3
砑|ya4
殸|qing4
茏|long2
盏|zhan3
骺|hou2
矮|ai3
塙|que4
兴|xing4
鈌|jue2
鱐|su4
蔾|li2
躗|wei4
炊|chui1
澧|Li3
觷|xue2
鈤|ri4
隘|ai4
葑|feng1
魁|kui2
鼩|qu2
椥|zhi1
謼|hu1
矽|xi1
慊|qie4
芀|tiao2
卦|gua4
搧|shan1
鎯|lang2
烈|lie4
撑|cheng1
茀|fu2
硭|mang2
地|di4
飙|biao1
餸|song4
郑|Zheng4
遂|sui4
堕|duo4
髪|fa4
憎|zeng1
銞|jun1
愼|shen4
爰|yuan2
榷|que4
湣|min3
茕|qiong2
薏|yi4
阅|yue4
舵|duo4
储|chu3
挺|ting3
昴|mao3
糍|ci2
甴|zha2
锷|e4
缦|man4
褦|nai4
玩|wan2
燗|lan4
蚔|qi2
裱|biao3
榻|ta4
驲|ri4
粚|chi1
郢|Ying3
閲|yue4
偝|bei4
澬|zi1
钺|yue4
篘|chou1
嚓|cha1
现|xian4
睪|yi4
练|lian4
刖|yue4
隃|yu2
终|zhong1
鏊|ao4
邓|Deng4
呻|shen1
䟖|zhi3
絜|xie2
盎|ang4
褕|yu2
回|hui2
唑|zuo4
殈|xu4
猥|wei3
匙|chi2
坫|dian4
聚|ju4
悮|wu4
圪|ge1
蛊|gu3
润|run4
祊|beng1
矛|mao2
诚|cheng2
鞮|di1
鞅|yang1
践|jian4
齞|nian4
尐|jie2
磷|lin2
祢|mi2
孄|lan3
憙|xi3
浣|huan4
缢|yi4
典|dian3
读|du2
娆|rao2
魄|po4
屮|che4
谞|xu1
鸻|heng2
寨|zhai4
科|ke1
拗|niu4
煸|bian1
稣|su1
獢|xiao1
塂|jiang3
反|fan3
嬷|mo2
唣|zao4
趔|lie4
逦|li3
匆|cong1
乥|xx5
銰|ai1
焞|tun1
踏|ta4
蝥|mao2
轫|ren4
鞗|tiao2
阑|lan2
毑|jie3
镉|ge2
要|yao4
魀|ga4
蟳|xun2
咡|er4
啱|yan1
苒|ran3
鼎|ding3
䴓|shi1
崯|yin2
乡|xiang1
住|zhu4
厐|pang2
讟|du2
蜂|feng1
袈|jia1
慝|te4
鍱|ye4
窗|chuang1
立|li4
嗪|qin2
偿|chang2
迍|zhun1
戮|lu4
轖|se4
竞|jing4
埌|lang4
瓣|ban4
闱|wei2
沐|mu4
谘|zi1
貘|mo4
灵|ling2
株|zhu1
伾|pi1
散|san4
蒱|pu2
苏|su1
舜|Shun4
簟|dian4
晢|zhe2
很|hen3
窣|su4
栔|qi4
魟|hong2
畀|bi4
馓|san3
萕|ji4
明|ming2
犺|kang4
巜|kuai4
粱|liang2
螾|yin3
遵|zun1
坼|che4
絃|xian2
悧|li4
脨|ji2
溯|su4
渠|qu2
颕|ying3
若|ruo4
軭|kuang1
夔|Kui2
盱|xu1
旐|zhao4
紟|jin1
剪|jian3
鹤|he4
嗤|chi1
茜|xi1
凭|ping2
槽|cao2
淘|tao2
蛎|li4
粜|tiao4
纳|na4
齢|ling2
䙓|bai3
蔼|ai3
相|xiang4
瀁|yang4
艅|yu2
畦|qi2
潞|Lu4
怨|yuan4
噫|yi1
宣|xuan1
胎|tai1
敁|dian1
菼|tan3
掾|yuan4
叇|dai4
画|hua4
甃|zhou4
炗|guang1
壕|hao2
炀|yang2
觾|yan4
盵|Qi4
筭|suan4
社|she4
崆|kong1
璝|gui1
笻|qiong2
躅|zhu2
鬼|gui3
韀|jian1
欹|yi1
彔|lu4
蛩|qiong2
裂|lie4
巴|ba1
贶|kuang4
纭|yun2
泄|xie4
钃|shu3
沼|zhao3
影|ying3
祗|zhi1
蒯|kuai3
鮿|zhe2
钝|dun4
趁|chen4
甹|ping1
柦|dan4
辙|zhe2
百|bai3
傣|Dai3
疤|ba1
黑|hei1
拙|zhuo1
晄|huang3
縏|pan2
钲|zheng1
苟|gou3
肜|Rong2
扩|kuo4
詻|e4
峱|nao2
䃉|min2
闘|dou4
搘|zhi1
蠲|juan1
岙|ao4
掞|shan4
蠮|ye1
樨|xi1
洼|wa1
罁|gang1
醊|chuo4
揗|shun3
堄|ni4
涅|nie4
楗|jian4
倔|jue2
帅|shuai4
钠|na4
䶮|yan3
哜|ji4
与|yu4
莝|cuo4
烉|huan4
锿|ai1
涮|shuan4
轧|zha2
挲|suo1
畏|wei4
邗|han2
早|zao3
啯|guo1
眶|kuang4
瀵|fen4
脝|heng1
瘾|yin3
诣|yi4
瑃|chun1
呣|m4
叩|kou4
戛|jia2
剿|jiao3
蚕|can2
勘|kan1
釪|yu2
洒|sa3
役|yi4
曼|man4
鼐|nai4
瘵|zhai4
帣|juan4
朠|ying1
疐|zhi4
睇|di4
喙|hui4
蹊|xi1
送|song4
甇|ying1
蟏|xiao1
骞|qian1
岖|qu1
礞|meng2
偷|tou1
祈|qi2
莛|ting2
犛|li2
杅|yu2
击|ji1
疭|zong4
副|fu4
儌|jiao3
麝|she4
鑀|ai4
槛|kan3
姣|jiao1
池|chi2
垦|ken3
摴|shu1
桴|fu2
既|ji4
踒|wo1
攃|sa4
陼|zhu3
缲|sao1
䇲|ce4
鋺|wan3
沫|mo4
溢|yi4
幦|mi4
脯|pu2
妫|Gui1
氨|an1
犉|run2
钇|yi3
闼|ta4
嫌|xian2
瀌|biao1
舺|xia2
縡|zai4
绍|shao4
劼|jie2
巿|fu2
碳|tan4
痏|wei3
䞓|cheng1
袅|niao3
崤|Xiao2
钪|kang4
谌|chen2
麈|zhu3
栽|zai1
诽|fei3
狂|kuang2
枇|pi2
蔚|wei4
或|huo4
趣|qu4
嗹|lian2
挓|zha1
橼|yuan2
泩|sheng1
䟆|bi4
谍|die2
恐|kong3
倶|ju4
益|yi4
牌|pai2
骏|jun4
蛀|zhu4
差|chai1
肕|ren4
襛|nong2
籑|zhuan4
霤|liu4
遝|ta4
梳|shu1
鲙|kuai4
灒|zan4
甜|tian2
届|jie4
苡|yi3
黒|hei1
軘|tun2
颗|ke1
嵊|sheng4
密|mi4
黰|zhen3
躠|xie4
钽|tan3
阶|jie1
癕|yong1
煎|jian1
氜|yang2
歮|se4
嗐|hai4
醳|yi4
稂|lang2
鋘|wu2
跚|shan1
集|ji2
偈|jie2
邮|you2
痩|shou4
箬|ruo4
羮|geng1
诼|zhuo2
倍|bei4
螥|cang1
敛|lian4
灌|guan4
何|he2
啾|jiu1
喥|du4
弰|shao1
仃|ding1
甿|meng2
肟|wo4
劬|qu2
撕|si1
鍉|di1
伩|xin4
骢|cong1
熜|zong3
菷|zhou3
碝|ruan3
錵|hua1
涕|ti4
筀|gui4
貂|diao1
睒|shan3
乆|jiu3
囶|guo2
槎|cha2
継|ji4
逑|qiu2
绱|shang4
耼|dan1
躝|lan2
餫|hun2
瘈|ji4
閤|he2
穗|sui4
拡|kuo4
聿|yu4
悷|li4
丂|kao3
㺍|bian1
垒|lei3
岝|Zuo4
矻|ku1
凫|fu2
亓|qi2
唤|huan4
稽|qi3
鋂|mei2
髌|bin4
榃|tan2
悜|cheng3
镒|yi4
榧|fei3
痄|zha4
跆|tai2
籒|zhou4
幞|fu2
罻|wei4
酥|su1
爨|cuan4
鱽|dao1
徂|cu2
滟|yan4
首|shou3
鹠|liu2
鲭|qing1
榇|chen4
坜|li4
遘|gou4
鵙|ju2
昃|ze4
钫|fang1
骝|liu2
舗|pu4
游|you2
幸|xing4
灥|xun2
贳|shi4
餲|he2
限|xian4
雄|xiong2
髆|bo2
砃|dan1
锘|nuo4
暸|liao2
芼|mao4
勰|xie2
瞋|chen1
稹|zhen3
郜|Gao4
匵|du2
砝|fa3
啵|bo5
邵|Shao4
逢|feng2
睖|leng4
牙|ya2
都|du1
蘗|nie4
授|shou4
骕|su4
眅|pan1
鳣|zhan1
禾|he2
鞀|tao2
冗|rong3
甚|shen4
舛|chuan3
蒿|hao1
狦|shan1
襋|ji2
獴|meng3
膑|bin4
莽|mang3
诤|zheng4
簋|gui3
皂|zao4
抚|fu3
覂|feng3
劙|li2
衵|ni4
宩|shi3
臿|cha1
飌|feng1
畒|mu3
瑞|rui4
在|zai4
涂|tu2
籣|lan2
苋|xian4
囲|wei2
馂|jun4
聘|pin4
醅|pei1
侂|tuo1
某|mou3
絮|xu4
饺|jiao3
逓|di4
睨|ni4
佢|qu2
釂|jiao4
鉝|li4
鞡|la5
鹡|ji2
把|ba4
嶋|dao3
馁|nei3
摲|shan4
乌|wu1
稻|dao4
谗|chan2
愐|mian3
箱|xiang1
紧|jin3
聆|ling2
茵|yin1
冬|dong1
魅|mei4
纯|chun2
颙|yong2
刂|dao1
叫|jiao4
琶|pa2
蟹|xie4
耨|nou4
鎏|liu2
様|yang4
菅|jian1
总|zong3
婨|lun2
筤|lang2
茇|ba2
猝|cu4
溆|xu4
尶|gan1
柿|shi4
鲋|fu4
罏|lu2
针|zhen1
迕|wu3
脤|shen4
朾|ting2
鷃|yan4
迹|ji4
伯|bo2
暒|qing2
潠|xun4
泻|xie4
懆|cao3
肋|lei4
轰|hong1
昱|yu4
斩|zhan3
嗨|hai1
占|zhan4
动|dong4
抦|bing3
完|wan2
鰋|yan3
谤|bang4
鍐|cong1
荘|zhuang1
湔|jian1
魑|chi1
郪|qi1
娠|shen1
璚|qiong2
疶|xie4
揦|la4
峪|yu4
霏|fei1
雯|wen2
軥|qu2
髋|kuan1
堧|ruan2
究|jiu1
肥|fei2
咍|hai1
巤|lie4
墵|tan2
绚|xuan4
呲|zi1
璺|wen4
挨|ai2
昽|long2
民|min2
甒|wu3
枟|yun4
吨|dun1
惇|dun1
摦|hua4
娩|wan3
译|yi4
珥|er3
度|duo2
嗯|en5
崀|lang4
布|bu4
轮|lun2
甩|shuai3
符|fu2
嵂|lu:4
楹|ying2
罳|si1
龊|chuo4
疹|zhen3
馆|guan3
觭|ji1
揾|wen4
铱|yi1
卛|shuai4
㑩|luo2
税|shui4
榡|su4
郹|ju2
鲨|sha1
馥|fu4
瀒|se4
衁|huang1
挼|ruo2
榎|jia3
阰|pi2
靐|bing4
睊|juan4
奄|yan3
哎|ai1
耶|ye5
鹧|zhe4
欢|huan1
抓|zhua1
韎|mei4
峙|zhi4
肵|jin4
篷|peng2
乇|zhe2
藒|qie4
溠|zha4
乍|zha4
嵄|mei3
口|kou3
诠|quan2
搬|ban1
羢|rong2
羶|shan1
昦|hao4
妹|mei4
霪|yin2
赯|tang2
韩|Han2
裘|qiu2
蟆|ma2
壭|xx5
辕|yuan2
鄗|hao4
缰|jiang1
锊|lu:e4
恫|dong4
铕|you3
峨|e2
滥|lan4
仄|ze4
昵|ni4
丿|pie3
浙|Zhe4
儃|chan2
怸|xi1
荏|ren3
啼|ti2
呼|hu1
严|yan2
袄|ao3
鯠|lai2
草|cao4
闲|xian2
痁|dian4
蹄|ti2
语|yu4
漳|Zhang1
狐|hu2
筒|tong3
煳|hu2
儞|ni3
讪|shan4
褚|zhu3
裇|xu1
搭|da1
庱|Cheng3
危|wei1
厹|rou2
箕|ji1
邹|Zou1
变|bian4
椐|ju1
侗|tong2
騺|zhi4
驹|ju1
彦|yan4
帺|qi2
齱|zou1
歊|xiao1
瞕|zhang4
斌|bin1
鲗|zei2
牒|die2
獀|sou1
郿|mei2
拜|bai4
蠽|jie2
濔|mi3
锹|qiao1
奠|dian4
玆|zi1
砒|pi1
緅|zou1
莜|you2
垔|yin1
慷|kang1
肏|cao4
往|wang3
绝|jue2
浆|jiang4
砚|yan4
漶|huan4
珖|guang1
玁|xian3
曝|pu4
駬|er3
翏|liu4
橚|su4
裒|pou2
砥|di3
阉|yan1
怅|chang4
鳷|zhi1
堳|mei2
摭|zhi2
吟|yin2
锃|zeng4
凳|deng4
叟|sou3
黎|li2
徴|zheng1
嘲|zhao1
桧|gui4
隗|wei3
箛|gu1
矜|jin1
点|dian3
掫|zou1
敕|chi4
鄂|E4
銭|qian2
穯|se4
缬|xie2
诇|xiong4
塽|shuang3
渧|di4
肓|huang1
褊|bian3
挥|hui1
巻|juan3
汤|tang1
琲|bei4
旣|ji4
邋|la1
攓|qian1
俸|feng4
乃|nai3
蟠|pan2
脉|mai4
俘|fu2
玛|ma3
廷|ting2
愯|song3
跨|kua4
扯|che3
钷|po3
饸|he2
藨|biao1
灯|deng1
摓|feng2
隐|yin4
驶|shi3
筝|zheng1
趒|tiao2
猩|xing1
芣|fu2
笄|ji1
榫|sun3
槲|hu2
盟|meng2
斿|you2
嚭|pi3
琰|yan3
无|wu2
凯|kai3
苙|li4
紫|zi3
柩|jiu4
栄|rong2
铉|xuan4
縩|cai4
溪|xi1
罍|lei2
荄|gai1
軨|ling2
峥|zheng1
疽|ju1
脱|tuo1
麰|mou2
幺|yao1
钗|chai1
耉|gou3
跣|xian3
邽|Gui1
砧|zhen1
觖|jue2
阆|lang4
髓|sui3
韘|she4
椄|jie1
卧|wo4
珙|gong3
蕡|fen2
浍|kuai4
谣|yao2
忧|you1
偟|huang2
赦|she4
毡|zhan1
官|guan1
餯|hui4
剽|piao1
壌|rang3
辛|xin1
蹩|bie2
刡|min3
猈|ba4
茥|gui1
龶|xx5
拐|guai3
鋭|rui4
棼|fen2
二|er4
恣|zi4
征|zheng1
小|xiao3
韦|wei2
済|ji4
窦|dou4
觧|xie4
耀|yao4
稀|xi1
曈|tong2
啓|qi3
呰|zi3
夜|ye4
鏚|qi1
扭|niu3
楼|lou2
洛|Luo4
穰|rang2
鍹|xuan1
廏|jiu4
〻|xx5
有|you3
浓|nong2
埯|an3
宍|rou4
枘|rui4
験|yan4
淳|chun2
亜|ya4
间|jian4
眵|chi1
斑|ban1
腒|ju1
芎|xiong1
事|shi4
裟|sha1
隅|yu2
靼|da2
卺|jin3
揌|sai1
巉|chan2
呺|xiao1
蘩|fan2
玊|su4
幼|you4
閳|chan3
棳|zhuo2
弟|ti4
聃|dan1
栈|zhan4
爯|cheng1
豻|han4
熳|man4
躞|xie4
妏|wen4
餀|hai4
咗|zuo3
禽|qin2
歓|huan1
醽|ling2
呱|gu1
括|kuo4
楷|kai3
诙|hui1
盋|bo1
码|ma3
祫|xia2
鏁|suo3
面|mian4
夀|shou4
鳝|shan4
虐|nu:e4
阔|kuo4
诎|qu1
锳|ying1
冶|ye3
多|duo1
虥|zhan4
阄|jiu1
忛|fan1
抈|yue4
邅|zhan1
鹕|hu2
鎍|suo3
湜|shi2
搉|que4
踪|zong1
䌽|cai3
罪|zui4
旁|pang2
鴗|li4
栫|jian4
帱|dao4
锡|xi1
栀|zhi1
乏|fa2
嬅|hua2
讦|jie2
蒇|chan3
澍|shu4
冏|jiong3
醓|tan3
頄|qiu2
吼|hou3
琮|cong2
沱|tuo2
掇|duo1
啀|ai2
氤|yin1
乸|na3
嫦|chang2
弈|yi4
哔|bi4
仲|zhong4
僰|Bo2
噞|yan3
记|ji4
毷|mao4
家|jia1
涉|she4
軆|ti3
泙|ping2
叽|ji1
傻|sha3
叛|pan4
噎|ye1
㐡|nuo4
隼|sun3
估|gu4
壔|dao3
囆|chai4
幭|mie4
㻽|xuan2
圮|pi3
尸|shi1
讴|ou1
毬|qiu2
攀|pan1
蹡|qiang4
穸|xi1
衞|wei4
欨|xu1
敌|di2
羍|da2
蝏|ting2
髅|lou2
唼|sha3
岒|qian2
肼|jing3
広|guang3
枵|xiao1
湟|huang2
茛|gen4
煇|hui1
僄|piao4
餠|bing3
笼|long3
蚈|qian1
武|wu3
柶|si4
烟|yan1
衭|fu1
霮|dan4
撋|ruan2
箍|gu1
濩|huo4
駹|mang2
留|liu2
渭|Wei4
肮|ang1
碟|die2
聒|guo1
园|yuan2
葄|zuo4
植|zhi2
胗|zhen1
馲|tuo1
鬗|man4
辏|cou4
鄙|bi3
笭|ling2
诹|zou1
梏|gu4
憭|liao3
蛋|dan4
令|ling4
职|zhi2
狫|lao3
醋|cu4
騢|xia2
鹜|wu4
厌|yan4
猺|yao2
秕|bi3
迮|ze2
错|cuo4
荦|luo4
薛|xue1
遴|lin2
藇|xu4
莪|e2
掷|zhi4
夬|guai4
任|ren4
饦|tuo1
陆|lu4
瞟|piao3
椁|guo3
菻|lin3
亘|gen4
穟|sui4
毉|yi1
脡|ting3
鹞|yao4
抒|shu1
济|ji4
卋|shi4
玶|ping2
囊|nang2
琳|lin2
刍|chu2
到|dao4
镂|lou4
垾|han4
歁|kan3
籼|xian1
衲|na4
鞹|kuo4
庬|pang2
崧|song1
斯|si1
畋|tian2
扆|yi3
谖|xuan1
劾|he2
蝋|la4
必|bi4
樾|yue4
伋|ji2
邙|Mang2
阡|qian1
焿|geng1
玳|dai4
缡|li2
羀|liu3
永|yong3
畸|ji1
戈|ge1
膨|peng2
磊|lei3
下|xia4
侥|jiao3
簇|cu4
肾|shen4
菁|jing1
翣|sha4
锾|huan2
嬴|ying2
冇|mao3
皘|qian4
筰|zuo2
舫|fang3
笐|gang1
觃|yan4
铚|zhi4
菝|ba2
舭|bi3
拟|ni3
镃|zi1
嬔|fu4
擥|lan3
蘧|qu2
诈|zha4
尾|yi3
弫|zhen3
府|fu3
曓|bao4
窅|yao3
侦|zhen1
激|ji1
瞠|cheng1
屖|xi1
阜|fu4
忸|niu3
壝|wei3
嬉|xi1
省|xing3
替|ti4
士|shi4
阼|zuo4
蔯|chen2
铖|cheng2
屺|qi3
橹|lu3
秣|mo4
零|ling2
瑢|rong2
拶|zan3
兄|xiong1
容|rong2
冻|dong4
絓|kua1
崄|xian3
桌|zhuo1
系|xi4
榈|lu:2
俟|si4
咛|ning2
捕|bu3
産|chan3
钾|jia3
寤|wu4
臃|yong1
壖|ruan2
愑|yong3
捩|lie4
祚|zuo4
騇|she4
鬐|qi2
笥|si4
羖|gu3
氡|dong1
毛|mao2
壁|bi4
煟|wei4
鸠|jiu1
捐|juan1
拓|tuo4
茼|tong2
虒|si1
颠|dian1
喤|huang2
踈|shu1
弨|chao1
锣|luo2
簥|jiao1
缏|bian4
骰|tou2
彑|ji4
叒|ruo4
靬|jian1
懑|men4
伄|diao4
累|lei2
罐|guan4
璅|suo3
城|cheng2
剥|bo1
岭|ling3
吔|ye1
喇|la3
陔|gai1
彲|chi1
泸|lu2
匠|jiang4
碯|nao3
渡|du4
渲|xuan4
微|wei1
挈|qie4
棵|ke1
垕|hou4
华|hua2
荑|yi2
箊|yu1
试|shi4
彽|chi2
鉏|chu2
棪|yan3
哮|xiao4
绡|xiao1
槚|jia3
香|xiang1
楠|nan2
瑜|yu2
幏|jia4
玍|ga3
粥|zhou1
笋|sun3
辄|zhe2
疫|yi4
糙|cao1
炘|xin1
夕|xi1
寿|shou4
眙|yi2
瘕|jia3
捉|zhuo1
墟|xu1
嫬|zhe1
蠊|lian2
媅|dan1
齉|nang4
暧|ai4
飮|yin3
铥|diu1
砺|li4
廸|di2
辆|liang4
姝|shu1
硖|xia2
蚡|fen2
绋|fu2
穈|men2
醯|xi1
写|xie3
燂|qian2
檪|li4
吾|wu2
掖|ye4
勷|rang2
劖|chan2
滩|tan1
想|xiang3
则|ze2
旓|shao1
馌|ye4
巟|huang1
褯|jie4
舠|dao1
如|ru2
鬎|la4
埛|jiong1
驴|lu:2
扎|za1
霢|mai4
睙|lie4
搲|wa4
弍|er4
鳜|gui4
揞|an3
傩|nuo2
弩|nu3
乷|xx5
跶|da1
桑|sang1
嗾|sou3
嚼|jiao2
垯|da5
饣|shi2
漊|lu:3
刹|sha1
抌|zhen3
徯|xi1
謇|jian3
潚|xiao1
仓|cang1
穣|rang2
讲|jiang3
咁|gan1
倡|chang4
列|lie4
郁|yu4
耩|jiang3
挑|tiao3
枻|yi4
叔|shu1
咸|xian2
惮|dan4
绂|fu2
邉|bian1
蚿|xian2
寐|mei4
葶|ting2
惏|lin2
醚|mi2
鹩|liao2
获|huo4
晓|xiao3
呛|qiang4
剺|li2
恬|tian2
毁|hui3
媲|pi4
兽|shou4
安|an1
掩|yan3
尔|er3
规|gui1
渰|yan3
笸|po3
般|pan2
故|gu4
厝|cuo4
亻|ren2
繐|sui4
萜|tie1
嬲|niao3
緆|xi1
跤|jiao1
䦆|jue2
铈|shi4
况|kuang4
礮|pao4
蠵|xi1
襼|yi4
喿|sao4
涌|yong3
麺|mian4
酅|xi1
蕮|xi4
襢|zhan4
鹿|lu4
桲|bo2
便|pian2
岐|qi2
昫|xu4
呷|xia1
䴘|ti1
枹|fu1
菥|xi1
锦|jin3
滫|xiu3
钭|tou3
熅|yun4
犠|xi1
脖|bo2
鲅|ba4
椵|jia3
洌|lie4
灿|can4
喨|liang4
貜|jue2
寺|si4
碻|que4
髠|kun1
卸|xie4
栵|li4
郯|Tan2
嵙|ke1
靺|mo4
歹|dai3
砬|la2
朽|xiu3
虑|lu:4
醤|jiang4
念|nian4
召|zhao4
飕|sou1
宓|mi4
砖|zhuan1
姧|jian1
舓|shi4
再|zai4
岨|qu1
汙|wu1
搪|tang2
轞|xian4
瑙|nao3
暵|han4
镛|yong1
浅|qian3
卮|zhi1
坭|ni2
螉|weng1
白|bai2
鲟|xun2
陾|reng2
远|yuan4
噏|xi1
捺|na4
焱|yan4
郝|Hao3
训|xun4
讘|nie4
俗|su2
离|li2
闺|gui1
茹|ru2
瞏|qiong2
魔|mo2
慭|yin4
粻|zhang1
塩|yan2
垗|zhao4
譲|rang4
吊|diao4
訧|you2
死|si3
蛱|jia2
丕|pi1
倮|luo3
楚|chu3
检|jian3
寪|Wei3
贯|guan4
盾|dun4
弎|san1
铅|qian1
懮|you3
锸|cha1
欱|he1
薸|piao1
笆|ba1
佃|tian2
雌|ci2
娜|nuo2
琁|xuan2
惩|cheng2
蛙|wa1
籵|fan2
崿|e4
慿|ping2
籚|lu2
充|chong1
痕|hen2
鲪|jun1
搛|jian1
鹴|shuang1
绣|xiu4
蓿|xu4
豸|zhi4
阯|zhi3
窝|wo1
糟|zao1
钧|jun1
掎|ji3
淅|xi1
收|shou1
礌|lei4
薫|xun1
暑|shu3
刞|qu4
灶|zao4
鵺|ye4
腶|duan4
蘁|wu4
喾|ku4
铃|ling2
避|bi4
荃|quan2
卐|wan4
食|si4
乵|yan3
墝|qiao1
厓|ya2
髾|shao1
嚚|yin2
扣|kou4
黥|qing2
悌|ti4
甙|dai4
乎|hu1
涛|tao1
竡|bai3
滇|Dian1
窬|yu2
胻|heng2
眺|tiao4
褧|jiong3
苷|gan1
㳂|yan2
乞|qi3
缊|yun4
趫|qiao2
浜|bin1
鄍|ming2
黉|hong2
恹|yan1
乚|ya4
窔|yao3
兣|li2 ke4
梨|li2
谢|xie4
㒳|liang3
求|qiu2
木|mu4
䖸|e2
繻|xu1
菲|fei3
屁|pi4
丩|jiu1
矧|shen3
冋|jiong1
爌|kuang4
劂|jue2
漥|wa1
酺|pu2
豊|li3
杀|sha1
抱|bao4
舄|xi4
篜|zheng1
娈|luan2
蚧|jie4
饎|chi4
猞|she1
蝌|ke1
玂|qi2
觫|su4
倚|yi3
皮|pi2
敢|gan3
娌|li3
娄|Lou2
餮|tie4
喹|kui2
埶|yi4
殢|ti4
烬|jin4
幻|huan4
悩|nao3
吞|tun1
衩|cha4
猊|ni2
赛|sai4
贉|tan3
丨|shu4
摮|ao2
梾|lai2
竦|song3
哀|ai1
眬|long2
书|shu1
蛏|cheng1
閒|jian4
骎|qin1
剔|ti1
午|wu3
货|huo4
伟|wei3
贵|gui4
牖|you3
崌|ju1
壳|qiao4
棰|chui2
谠|dang3
騒|sao1
闁|bao1
乀|pie3
铆|mao3
葽|yao1
附|fu4
鹈|ti2
缱|qian3
吅|xuan1
暌|kui2
踱|duo2
偱|xun2
苲|zha3
洎|ji4
颦|pin2
吃|chi1
呠|pen1
磉|sang3
朵|duo3
癸|gui3
御|yu4
汛|xun4
屴|li4
闬|han4
认|ren4
眈|dan1
莆|pu2
镦|dun1
捌|ba1
粲|can4
恩|en1
寂|ji4
悴|cui4
棨|qi3
珷|wu3
晅|xuan1
佹|gui3
妈|ma1
旃|zhan1
晖|hui1
殗|ye4
粑|ba1
悆|yu4
银|yin2
嵬|wei2
种|zhong4
姜|jiang1
姵|pei4
柚|you4
蒎|pai4
孓|jue2
珈|jia1
騑|fei1
臭|xiu4
㐌|ta1
豖|chu4
碣|jie2
乴|xue2
昻|ang2
砩|fu2
标|biao1
孺|ru2
滃|weng3
坑|keng1
涶|tuo4
蚣|gong1
仇|qiu2
屇|tian2
测|ce4
瞥|pie1
僚|liao2
霩|kuo4
躩|jue2
砆|fu1
蝾|rong2
兀|wu4
覆|fu4
郃|he2
镊|nie4
稷|ji4
㞎|ba3
潭|tan2
鹥|yi1
扔|reng1
黠|xia2
煺|tui4
缅|mian3
坦|tan3
刬|chan3
鄹|Zou1
矨|ying3
玉|yu4
鄜|fu1
尉|wei4
卽|ji2
屙|e1
毎|mei3
尭|yao2
颟|man1
氍|qu2
凅|gu4
菌|jun4
锤|chui2
䂖|shi2
噳|yu3
玦|jue2
猕|mi2
熨|yun4
酤|gu1
扫|sao4
暔|nan2
纰|pi1
珞|luo4
弁|bian4
涸|he2
王|wang4
犀|xi1
俊|jun4
搁|ge2
齆|weng4
嘎|ga2
鳠|hu4
氥|xi1
闭|bi4
凵|kan3
擭|huo4
叶|ye4
戢|ji2
襶|dai4
筼|yun2
阴|yin1
玕|gan1
嫮|hu4
喵|miao1
寒|han2
睅|han4
嫭|hu4
佩|pei4
